,CNY,CNY,CNY,CNY,JPY,JPY,JPY,JPY,GBP,GBP,GBP,GBP,EUR,EUR,EUR,EUR,pd_SP500,pd_SP500,pd_SP500,pd_SP500,SEE,SEE,SEE,SEE,N225,N225,N225,N225,GDAXI,GDAXI,GDAXI,GDAXI,FTSE,FTSE,FTSE,FTSE
,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/01,6.1332,6.142,6.1332,6.1332,118.874,119.085,117.89,118.864,0.64034,0.64138,0.63444,0.64053,0.80399,0.80497,0.799623,0.80397,2065.780029,2065.780029,2049.570068,2053.439941,2680.16,2680.16,2680.16,2680.16,17475.09961,17649.01953,17474.26953,17590.09961,9915.740234,9979.080078,9906.419922,9963.509766,6722.600098,6722.600098,6637.399902,6656.399902
2014/12/02,6.142,6.142,6.137,6.142,118.342,119.286,118.22,118.308,0.63561,0.63941,0.63524,0.63555,0.80192,0.80673,0.80141,0.80192,2053.77002,2068.77002,2053.77002,2066.550049,2763.54,2763.54,2763.54,2763.54,17481.06055,17687.69922,17476.41992,17663.2207,9983.790039,10038.20996,9910.209961,9934.080078,6656.399902,6744.299805,6656.399902,6742.100098
2014/12/03,6.1395,6.1425,6.1371,6.1395,119.16,119.744,119.13,119.194,0.63912,0.64015,0.63641,0.63912,0.80723,0.81281,0.80691,0.8072,2067.449951,2076.280029,2066.649902,2074.330078,2779.52,2779.52,2779.52,2779.52,17772.15039,17881.75977,17696.35938,17720.42969,9978.889648,9993.849609,9930.530273,9971.790039,6742.100098,6753.200195,6713.799805,6716.600098
2014/12/04,6.1402,6.145,6.14,6.1402,119.879,120.198,119.693,119.861,0.63739,0.63906,0.63649,0.63718,0.8122,0.81316,0.80439,0.81191,2073.639893,2077.340088,2062.340088,2071.919922,2899.46,2899.46,2899.46,2899.46,17881.91016,17912.58984,17813.00977,17887.21094,9998.849609,10083.74023,9835.419922,9851.349609,6716.600098,6734,6672.700195,6679.399902
2014/12/05,6.1446,6.1446,6.1402,6.1446,119.781,121.671,119.696,119.812,0.63778,0.64184,0.63715,0.63781,0.80738,0.81466,0.80694,0.80732,2072.780029,2079.469971,2070.810059,2075.370117,2937.65,2937.65,2937.65,2937.65,17821.84961,17922.28906,17759.35938,17920.44922,9931.959961,10093.03027,9929.469727,10087.12012,6679.399902,6751.299805,6679.399902,6742.799805
2014/12/08,6.1402,6.163,6.1402,6.1402,121.595,121.669,120.68,121.561,0.64234,0.64334,0.63941,0.64244,0.81321,0.81646,0.81275,0.8134,2074.840088,2075.780029,2054.27002,2060.310059,3020.26,3020.26,3020.26,3020.26,18004.66016,18030.83008,17869.74023,17935.64063,10060.91016,10084.9502,10014.99023,10014.99023,6742.799805,6742.799805,6672.200195,6672.200195
2014/12/09,6.163,6.1959,6.163,6.163,120.66,120.995,118.001,120.65,0.6389,0.63982,0.63686,0.63891,0.81208,0.81342,0.803342,0.81201,2056.550049,2060.600098,2034.170044,2059.820068,2856.27,2856.27,2856.27,2856.27,17820.24023,17892.16016,17773.30078,17813.38086,9904.580078,9951.660156,9786.379883,9793.709961,6672.200195,6672.200195,6529.5,6529.5
2014/12/10,6.1778,6.1871,6.1588,6.1778,119.423,119.908,118.319,119.342,0.63759,0.63901,0.63613,0.63743,0.80729,0.80887,0.80412,0.80678,2058.860107,2058.860107,2024.26001,2026.140015,2940.01,2940.01,2940.01,2940.01,17623.34961,17658.14063,17308.82031,17412.58008,9859.780273,9909.389648,9775.389648,9799.730469,6529.5,6565.799805,6500,6500
2014/12/11,6.1666,6.1802,6.1593,6.1666,117.657,119.431,117.47,117.709,0.635,0.63873,0.6346,0.63504,0.80128,0.808133,0.80026,0.80167,2027.920044,2055.530029,2027.920044,2035.329956,2925.74,2925.74,2925.74,2925.74,17180.49023,17289.73047,17043.63086,17257.40039,9770.660156,9907.820312,9763.410156,9862.530273,6500,6521.700195,6441.299805,6461.700195
2014/12/12,6.1786,6.1889,6.1725,6.1786,119.002,119.178,118.09,119.007,0.63624,0.63698,0.63516,0.63603,0.80702,0.807318,0.80147,0.80678,2030.359985,2032.25,2002.329956,2002.329956,2938.17,2938.17,2938.17,2938.17,17317.68945,17526.18945,17298.18945,17371.58008,9794.200195,9799.650391,9586.219727,9594.730469,6461.700195,6461.700195,6297.399902,6300.600098
2014/12/15,6.1769,6.1824,6.1769,6.1769,118.111,119.011,117.983,118.165,0.63577,0.64053,0.63504,0.63581,0.80226,0.805341,0.801282,0.80234,2005.030029,2018.689941,1982.26001,1989.630005,2953.42,2953.42,2953.42,2953.42,17111.49023,17258.32031,17037.21094,17099.40039,9599.820312,9678.259766,9330.990234,9334.009766,6300.600098,6356.299805,6182.700195,6182.700195
2014/12/16,6.1805,6.1867,6.1795,6.1805,117.752,117.946,115.58,117.741,0.63955,0.64009,0.63386,0.63917,0.80363,0.8041,0.795817,0.80363,1986.709961,2016.890015,1972.560059,1972.73999,3021.52,3021.52,3021.52,3021.52,16862.41992,16895.39063,16714.83008,16755.32031,9366.55957,9567.089844,9219.049805,9563.889648,6182.700195,6331.799805,6144.700195,6331.799805
2014/12/17,6.1795,6.187,6.1795,6.1795,116.547,117.497,116.464,116.613,0.63518,0.63894,0.63512,0.63511,0.79912,0.807096,0.79898,0.79923,1973.77002,2016.75,1973.77002,2012.890015,3061.02,3061.02,3061.02,3061.02,16689.33984,16891.01953,16672.93945,16819.73047,9455.740234,9589.25,9429.400391,9544.429688,6331.799805,6359.700195,6240.299805,6336.5
2014/12/18,6.187,6.2099,6.187,6.187,118.744,119.288,118.263,118.796,0.64206,0.64288,0.63819,0.64212,0.8105,0.815215,0.80962,0.81044,2018.97998,2061.22998,2018.97998,2061.22998,3057.52,3057.52,3057.52,3057.52,17142.94922,17274.23047,17136.41016,17210.05078,9711.610352,9811.05957,9671.179688,9811.05957,6336.5,6466,6336.5,6466
2014/12/19,6.2045,6.2186,6.2045,6.2045,118.903,119.489,118.83,118.938,0.63819,0.64025,0.63763,0.63816,0.8136,0.816,0.812348,0.81364,2061.040039,2077.850098,2061.030029,2070.649902,3108.6,3108.6,3108.6,3108.6,17511.00977,17621.40039,17471.59961,17621.40039,9901.259766,9901.259766,9688.660156,9786.959961,6466,6566.899902,6466,6545.299805
2014/12/22,6.2099,6.213,6.2062,6.2099,119.495,119.992,119.318,119.497,0.63982,0.64094,0.63828,0.63981,0.818,0.81809,0.814332,0.81793,2069.280029,2078.76001,2069.280029,2078.540039,3127.45,3127.45,3127.45,3127.45,17685.5293,17692.58008,17572.61914,17635.14063,9827.259766,9924.009766,9826.549805,9865.759766,6545.299805,6621,6545.299805,6576.700195
2014/12/23,6.2116,6.217,6.2116,6.2116,120.142,120.788,120.044,120.15,0.64185,0.64558,0.64087,0.64194,0.81802,0.821983,0.816327,0.81808,2081.47998,2086.72998,2079.77002,2082.169922,3032.61,3032.61,3032.61,3032.61,,,,,9887.240234,9922.110352,9848.05957,9922.110352,6576.700195,6620.5,6576.700195,6598.200195
2014/12/24,6.2159,6.2211,6.2053,6.2159,120.676,120.699,120.277,120.69,0.64426,0.64487,0.64276,0.64424,0.82129,0.82163,0.81826,0.82136,2083.25,2087.560059,2081.860107,2081.879883,2972.53,2972.53,2972.53,2972.53,17842.03906,17875.41016,17800.41992,17854.23047,,,,,6598.200195,6618.100098,6586.100098,6609.899902
2014/12/25,6.2053,6.2053,6.2053,6.2053,120.399,120.459,119.999,120.459,0.64259,0.64329,0.64172,0.64259,0.81977,0.82024,0.81593,0.81977,,,,,3072.54,3072.54,3072.54,3072.54,17804.83984,17832.4707,17773.58984,17808.75,,,,,,,,
2014/12/26,6.2053,6.2053,6.2053,6.2053,120.412,120.456,120.16,120.37,0.64262,0.6435,0.6423,0.64259,0.81893,0.821693,0.81813,0.819,2084.300049,2092.699951,2084.300049,2088.77002,3157.6,3157.6,3157.6,3157.6,17778.91016,17843.73047,17769.00977,17818.96094,,,,,,,,
2014/12/29,6.2053,6.2165,6.2053,6.2053,120.406,120.679,120.18,120.424,0.64296,0.64413,0.64152,0.64294,0.82172,0.82172,0.818331,0.82173,2087.629883,2093.550049,2085.75,2090.570068,3168.02,3168.02,3168.02,3168.02,17914.55078,17914.55078,17525.66016,17729.83984,9914.870117,9927.849609,9775.450195,9927.129883,6609.899902,6652,6587.899902,6633.5
2014/12/30,6.2125,6.2218,6.1863,6.2125,120.62,120.664,118.897,120.632,0.6445,0.64507,0.64218,0.6445,0.82271,0.824749,0.820345,0.82281,2088.48999,2088.48999,2079.530029,2080.350098,3165.81,3165.81,3165.81,3165.81,17702.11914,17713.75977,17450.76953,17450.76953,9883.099609,9886.780273,9805.549805,9805.549805,6633.5,6633.5,6528.899902,6547
2014/12/31,6.192,6.1964,6.181,6.192,119.475,119.86,119.249,119.458,0.64243,0.64299,0.64016,0.6423,0.82223,0.826078,0.82171,0.82223,2082.110107,2085.580078,2057.939941,2058.899902,3234.68,3234.68,3234.68,3234.68,17702.11914,17713.75977,17450.76953,17450.76953,,,,,6547,6578.200195,6547,6566.100098
2015/01/01,6.1961,6.1961,6.1961,6.1961,119.673,119.673,119.673,119.673,0.64181,0.64181,0.64181,0.64181,0.82654,0.82654,0.82654,0.82654,,,,,,,,,,,,,,,,,,,,
2015/01/02,6.1961,6.1961,6.1961,6.1961,119.89,120.736,119.836,119.87,0.64184,0.64988,0.64166,0.64186,0.82722,0.832584,0.82716,0.82717,2058.899902,2072.360107,2046.040039,2058.199951,,,,,17702.11914,17713.75977,17450.76953,17450.76953,9869.129883,9879.530273,9687.259766,9764.730469,6566.100098,6607.899902,6510.600098,6547.799805
2015/01/05,6.1961,6.209,6.1961,6.1961,120.389,120.608,119.411,120.434,0.65419,0.65763,0.65274,0.65424,0.83647,0.841107,0.83501,0.83707,2054.439941,2054.439941,2017.339966,2020.579956,3350.52,3350.52,3350.52,3350.52,17325.67969,17540.91992,17219.2207,17408.71094,9735.650391,9790.269531,9468.580078,9473.160156,6547.799805,6576.700195,6404.5,6417.200195
2015/01/06,6.2084,6.2084,6.1988,6.2084,119.416,119.497,118.68,119.425,0.65538,0.65972,0.65472,0.65538,0.83764,0.84126,0.835422,0.83759,2022.150024,2030.25,1992.439941,2002.609985,3351.45,3351.45,3351.45,3351.45,17101.58008,17111.35938,16881.73047,16883.18945,9484.25,9624.650391,9382.820312,9469.660156,6417.200195,6452.700195,6328.600098,6366.5
2015/01/07,6.202,6.204,6.1976,6.202,118.674,119.639,118.674,118.673,0.66066,0.66366,0.6598,0.66059,0.84212,0.84717,0.840336,0.84208,2005.550049,2029.609985,2005.550049,2025.900024,3373.95,3373.95,3373.95,3373.95,16808.25977,16974.60938,16808.25977,16885.33008,9510.339844,9592.370117,9459.179688,9518.179688,6366.5,6459.700195,6366.5,6419.799805
2015/01/08,6.204,6.2102,6.2035,6.204,119.316,119.941,119.19,119.289,0.66194,0.66506,0.66142,0.66192,0.84467,0.850629,0.84402,0.84488,2030.609985,2064.080078,2030.609985,2062.139893,3293.46,3293.46,3293.46,3293.46,17067.40039,17243.71094,17016.08984,17167.09961,9643.769531,9855.429688,9607.900391,9837.610352,6419.799805,6580.799805,6419.799805,6570
2015/01/09,6.2035,6.2035,6.1972,6.2035,119.764,119.843,118.779,119.792,0.66282,0.66291,0.6592,0.66278,0.84787,0.84974,0.844716,0.84774,2063.449951,2064.429932,2038.329956,2044.810059,3285.41,3285.41,3285.41,3285.41,17318.74023,17342.65039,17129.5293,17197.73047,9813.990234,9860.179688,9601.75,9648.5,6570,6570.200195,6471.399902,6501.100098
2015/01/12,6.2003,6.2003,6.1901,6.2003,118.223,119.291,118.109,118.212,0.65824,0.66213,0.65824,0.65835,0.84245,0.84832,0.842318,0.84241,2046.130005,2049.300049,2022.579956,2028.26001,3229.32,3229.32,3229.32,3229.32,,,,,9697.459961,9815.959961,9622.320312,9781.900391,6501.100098,6542.399902,6447.899902,6501.399902
2015/01/13,6.1934,6.1937,6.1876,6.1934,118.285,118.838,117.741,118.328,0.65902,0.66313,0.65824,0.65918,0.84514,0.850593,0.84324,0.8452,2031.579956,2056.929932,2008.25,2023.030029,3235.3,3235.3,3235.3,3235.3,16970.88086,17087.71094,16828.26953,17087.71094,9759.570312,9978.94043,9755.019531,9941,6501.399902,6558.799805,6465.200195,6542.200195
2015/01/14,6.1876,6.1877,6.184,6.1876,117.78,117.913,116.096,117.795,0.65924,0.6602,0.65505,0.65918,0.84913,0.852471,0.84434,0.84902,2018.400024,2018.400024,1988.439941,2011.27002,3222.44,3222.44,3222.44,3222.44,16961.82031,17036.7207,16770.56055,16795.96094,9810.700195,9962.980469,9768.099609,9817.080078,6542.200195,6542.200195,6353.700195,6388.5
2015/01/15,6.184,6.184,6.1775,6.184,117.439,117.934,116.299,117.39,0.65644,0.65911,0.65505,0.65641,0.84862,0.862642,0.84828,0.84847,2013.75,2021.349976,1991.469971,1992.670044,3336.46,3336.46,3336.46,3336.46,16872.94922,17141.98047,16856.2207,17108.69922,9933.450195,10063.17969,9637.330078,10032.61035,6388.5,6498.799805,6298.200195,6498.799805
2015/01/16,6.1775,6.2019,6.1775,6.1775,116.112,117.73,115.865,116.13,0.65859,0.66257,0.65642,0.65871,0.85918,0.872273,0.858369,0.8593,1992.25,2020.459961,1988.119995,2019.420044,3376.5,3376.5,3376.5,3376.5,16812.96094,16864.33984,16592.57031,16864.16016,9985.509766,10207.96973,9940.639648,10167.76953,6498.799805,6553.200195,6443.299805,6550.299805
2015/01/19,6.197,6.208,6.197,6.197,117.528,117.664,116.935,117.56,0.66033,0.66138,0.65876,0.66041,0.86477,0.8655,0.859202,0.8646,,,,,3116.35,3116.35,3116.35,3116.35,17000.7793,17039.80078,16911.58008,17014.28906,10231.58008,10293.04004,10191.98047,10242.34961,6550.299805,6598.899902,6548,6585.5
2015/01/20,6.208,6.208,6.2018,6.208,117.74,118.754,117.701,117.712,0.6626,0.66398,0.65793,0.66269,0.86229,0.864364,0.860882,0.86222,2020.76001,2028.939941,2004.48999,2022.550049,3173.05,3173.05,3173.05,3173.05,17071.65039,17366.30078,17066.76953,17366.30078,10278.54981,10298.41992,10211.38965,10257.12988,6585.5,6640.399902,6585.5,6620.100098
2015/01/21,6.2049,6.2079,6.2017,6.2049,118.628,118.747,117.194,118.649,0.66024,0.66285,0.65878,0.66018,0.86605,0.86627,0.857339,0.86603,2020.189941,2038.290039,2012.040039,2032.119995,3323.61,3323.61,3323.61,3323.61,17308.7207,17329.0293,17181.55078,17280.48047,10270.33008,10311.90039,10149.76953,10299.23047,6620.100098,6728,6620.100098,6728
2015/01/22,6.2017,6.202,6.1986,6.2017,117.84,118.33,117.277,117.86,0.6602,0.66352,0.65729,0.66029,0.86081,0.876117,0.858893,0.86093,2034.300049,2064.620117,2026.380005,2063.149902,3343.34,3343.34,3343.34,3343.34,17306.64063,17355.74023,17229.21094,17329.01953,10300.25977,10454.04981,10228.53027,10435.62012,6728,6808.200195,6726.200195,6796.600098
2015/01/23,6.199,6.2179,6.199,6.199,118.71,118.71,117.55,118.751,0.6664,0.66869,0.66551,0.66608,0.88133,0.899135,0.8792,0.88131,2062.97998,2062.97998,2050.540039,2051.820068,3351.76,3351.76,3351.76,3351.76,17520.63086,17532.06055,17460.75977,17511.75,10503.33008,10704.32031,10502.84961,10649.58008,6796.600098,6841.700195,6796.600098,6832.799805
2015/01/26,6.2179,6.2458,6.2179,6.2179,117.38,118.479,117.38,117.361,0.66658,0.66696,0.66353,0.66685,0.8976,0.8976,0.886211,0.89884,2050.419922,2057.620117,2040.969971,2057.090088,3383.18,3383.18,3383.18,3383.18,17285.71094,17471.93945,17285.71094,17468.51953,10592.96973,10807.57031,10589.07031,10798.33008,6832.799805,6855.899902,6790.100098,6852.399902
2015/01/27,6.2458,6.2458,6.2351,6.2458,118.508,118.651,117.34,118.52,0.66282,0.66379,0.65694,0.66289,0.88881,0.890789,0.875657,0.88907,2047.859985,2047.859985,2019.910034,2029.550049,3352.96,3352.96,3352.96,3352.96,17649.40039,17768.41016,17633.4707,17768.30078,10785.90039,10810.57031,10592.45996,10628.58008,6852.399902,6865,6773.5,6811.600098
2015/01/28,6.2351,6.2365,6.2302,6.2351,117.818,118.243,117.566,117.775,0.65839,0.65978,0.65706,0.65841,0.87974,0.884345,0.87858,0.87971,2032.339966,2042.48999,2001.48999,2002.160034,3305.74,3305.74,3305.74,3305.74,17615.92969,17850.58984,17615.92969,17795.73047,10719.40039,10728.83008,10552.75977,10710.96973,6811.600098,6863,6777.100098,6825.899902
2015/01/29,6.2365,6.2418,6.2355,6.2365,117.628,118.155,117.568,117.592,0.66052,0.66296,0.65957,0.6604,0.88615,0.88778,0.879662,0.88641,2002.449951,2024.640015,1989.180054,2021.25,3262.3,3262.3,3262.3,3262.3,17666.91016,17778.83008,17575.09961,17606.2207,10666.42969,10743.57031,10607.71973,10737.87012,6825.899902,6825.899902,6750.200195,6810.600098
2015/01/30,6.2366,6.241,6.2366,6.2366,118.248,118.273,117.404,118.248,0.66314,0.66689,0.66247,0.66317,0.88204,0.886054,0.879972,0.88218,2019.349976,2023.319946,1993.380005,1994.98999,3210.36,3210.36,3210.36,3210.36,17788.74023,17808.4707,17661.09961,17674.39063,10801.37988,10804.04004,10642.58984,10694.32031,6810.600098,6844,6749.399902,6749.399902
2015/02/02,6.241,6.2495,6.241,6.241,117.185,117.859,117.168,117.184,0.66295,0.6663,0.66273,0.66282,0.88459,0.88551,0.880282,0.88425,1996.670044,2021.660034,1980.900024,2020.849976,3128.3,3128.3,3128.3,3128.3,17536.60938,17628.40039,17459.44922,17558.03906,10719.17969,10828.00977,10677.38965,10828.00977,6749.399902,6795.5,6732,6782.600098
2015/02/03,6.2495,6.2495,6.2427,6.2495,117.602,117.72,116.896,117.575,0.66544,0.66702,0.66149,0.66542,0.88207,0.883556,0.873362,0.8817,2022.709961,2050.300049,2022.709961,2050.030029,3204.91,3204.91,3204.91,3204.91,17654.59961,17654.59961,17271.86914,17335.84961,10867.61035,10984.69043,10860.03027,10890.9502,6782.600098,6886.299805,6782.399902,6871.799805
2015/02/04,6.2457,6.2457,6.2351,6.2457,117.676,117.983,117.26,117.646,0.66033,0.66034,0.65574,0.66041,0.87284,0.87687,0.870762,0.8728,2048.860107,2054.73999,2036.719971,2041.51001,3174.13,3174.13,3174.13,3174.13,17549.30078,17743.10938,17535.03906,17678.74023,10892.5,10912.24023,10803.09961,10911.32031,6871.799805,6883.5,6804.100098,6860
2015/02/05,6.2377,6.246,6.2377,6.2377,117.314,117.542,117.033,117.288,0.6588,0.65913,0.6531,0.65876,0.88361,0.88363,0.8726,0.88349,2043.449951,2063.550049,2043.449951,2062.52002,3136.53,3136.53,3136.53,3136.53,17589.21094,17619.33984,17484.66992,17504.61914,10840.79004,10926.73047,10822.75,10905.41016,6860,6870.100098,6808.200195,6865.899902
2015/02/06,6.2421,6.2421,6.227,6.2421,117.52,119.132,117.18,117.535,0.65268,0.65612,0.65139,0.65249,0.87177,0.88339,0.871384,0.87169,2062.280029,2072.399902,2049.969971,2055.469971,3075.91,3075.91,3075.91,3075.91,17696.17969,17700.66992,17603.07031,17648.5,10866.2002,10877.66992,10802.88965,10846.38965,6865.899902,6886.200195,6835.5,6853.399902
2015/02/09,6.2334,6.2389,6.2334,6.2334,118.957,119.033,118.446,118.97,0.65617,0.65765,0.65504,0.65621,0.8838,0.887178,0.880282,0.88383,2053.469971,2056.159912,2041.880005,2046.73999,3095.12,3095.12,3095.12,3095.12,17790.31055,17799.49023,17653.60938,17711.92969,10765.20996,10767.21973,10614.12012,10663.50977,6853.399902,6853.399902,6778,6837.200195
2015/02/10,6.2388,6.2388,6.2318,6.2388,118.614,119.588,118.398,118.563,0.65721,0.65783,0.65558,0.6572,0.88292,0.886871,0.881057,0.88285,2049.379883,2070.860107,2048.620117,2068.590088,3141.59,3141.59,3141.59,3141.59,17662.66992,17673.26953,17550.0293,17652.67969,10675.58984,10797.45996,10594.32031,10753.83008,6837.200195,6843.899902,6788.899902,6829.100098
2015/02/11,6.2318,6.2353,6.2318,6.2318,119.348,120.402,119.286,119.358,0.65529,0.65643,0.65359,0.65522,0.88343,0.885849,0.88246,0.88324,2068.550049,2073.47998,2057.98999,2068.530029,3157.7,3157.7,3157.7,3157.7,17652.67969,17652.67969,17652.67969,17652.67969,10765,10791.58984,10696.78027,10752.11035,6829.100098,6838.299805,6786.100098,6818.200195
2015/02/12,6.2323,6.2353,6.2323,6.2323,120.193,120.369,118.895,120.17,0.65618,0.6571,0.64986,0.65605,0.88431,0.88447,0.877332,0.88402,2069.97998,2088.530029,2069.97998,2088.47998,3173.42,3173.42,3173.42,3173.42,17899.40039,18005.44922,17884.33984,17979.7207,10746.91016,10955.4502,10746.91016,10919.65039,6818.200195,6854.600098,6817.200195,6828.100098
2015/02/13,6.2345,6.2345,6.2292,6.2345,118.881,119.184,118.438,118.916,0.64972,0.65049,0.64842,0.64969,0.87682,0.87858,0.873362,0.87689,2088.780029,2097.030029,2086.699951,2096.98999,3203.83,3203.83,3203.83,3203.83,17892.09961,17962.10938,17864.55078,17913.35938,10952.38965,11013.84961,10948.49023,10963.40039,6828.100098,6887.600098,6828.100098,6873.5
2015/02/16,6.2303,6.2386,6.2303,6.2303,118.625,118.764,118.383,118.57,0.64922,0.65062,0.64754,0.64933,0.87742,0.87742,0.874508,0.87719,,,,,3222.36,3222.36,3222.36,3222.36,18024.00977,18074.25977,17978.90039,18004.76953,10946.87988,10963.49023,10909.49023,10923.23047,6873.5,6878.700195,6851.799805,6857.100098
2015/02/17,6.2386,6.2441,6.2386,6.2386,118.506,119.103,118.244,118.492,0.65117,0.6528,0.6493,0.6512,0.88233,0.88299,0.87395,0.8823,2096.469971,2101.300049,2089.800049,2100.340088,3246.91,3246.91,3246.91,3246.91,18103.98047,18123.00977,18092.32031,18123.00977,10847.73047,10921.25977,10765.01953,10895.62012,6857.100098,6898.100098,6819.799805,6898.100098
2015/02/18,6.2441,6.2441,6.2441,6.2441,119.183,119.393,118.915,119.208,0.65138,0.65172,0.64721,0.65132,0.87681,0.881228,0.87604,0.87683,2099.159912,2100.22998,2092.149902,2099.679932,,,,,18103.98047,18202.60938,18092.32031,18199.16992,10931.71973,10980.98047,10909.59961,10961,6898.100098,6921.299805,6876.299805,6898.100098
2015/02/19,6.2441,6.2441,6.2441,6.2441,118.724,119.155,118.482,118.689,0.64787,0.64903,0.64654,0.64771,0.87713,0.880576,0.873362,0.87719,2099.25,2102.129883,2090.790039,2097.449951,,,,,18237.34961,18322.5,18237.34961,18264.78906,10932.49023,11022.25977,10874.96973,11001.94043,6898.100098,6907.299805,6858.700195,6888.899902
2015/02/20,6.2441,6.2441,6.2441,6.2441,119.003,119.075,118.307,118.988,0.64838,0.65159,0.64788,0.64851,0.87976,0.88636,0.879044,0.87976,2097.649902,2110.610107,2085.439941,2110.300049,,,,,18336.5,18360.91992,18297.66992,18332.30078,10976.76953,11081.80957,10946.90039,11050.63965,6888.899902,6920.5,6884.799805,6915.200195
2015/02/23,6.2441,6.2451,6.2441,6.2441,119.074,119.34,118.817,119.076,0.64989,0.65215,0.64719,0.64981,0.87878,0.885222,0.87773,0.87862,2109.830078,2110.050049,2103,2109.659912,,,,,18499.58008,18509.08008,18402.01953,18466.91992,11150.46973,11158.54981,11069.76953,11130.91992,6915.200195,6943.600098,6885.899902,6912.200195
2015/02/24,6.2451,6.2451,6.2451,6.2451,118.9,119.833,118.87,118.903,0.64711,0.64904,0.64658,0.64715,0.88229,0.885685,0.881259,0.88238,2109.100098,2117.939941,2105.870117,2115.47998,,,,,18468.39063,18603.48047,18427.98047,18603.48047,11128.16992,11228.37012,11090.73047,11205.74023,6912.200195,6958.899902,6899.600098,6949.600098
2015/02/25,6.2451,6.2495,6.2451,6.2451,118.845,119.04,118.62,118.892,0.647,0.64701,0.64358,0.64687,0.88178,0.882005,0.878117,0.88191,2115.300049,2119.590088,2109.889893,2113.860107,3228.84,3228.84,3228.84,3228.84,18636.33984,18648.76953,18552.81055,18585.19922,11208.26953,11225.59961,11174.78027,11210.26953,6949.600098,6955.399902,6904.899902,6935.399902
2015/02/26,6.2495,6.2495,6.2495,6.2495,118.828,119.382,118.676,118.822,0.64398,0.64939,0.64292,0.64396,0.88007,0.892642,0.878827,0.88,2113.909912,2113.909912,2103.76001,2110.73999,3298.36,3298.36,3298.36,3298.36,18587.86914,18790.83008,18587.13086,18785.78906,11206.66016,11330.62988,11187,11327.19043,6935.399902,6950,6920.5,6949.700195
2015/02/27,6.2495,6.2586,6.2495,6.2495,119.404,119.541,119.127,119.377,0.64861,0.6499,0.64699,0.64859,0.89257,0.89471,0.888889,0.89243,2110.879883,2112.73999,2103.75,2104.5,3310.3,3310.3,3310.3,3310.3,18844.2793,18865.39063,18714.64063,18797.93945,11337.11035,11401.66016,11301.33984,11401.66016,6949.700195,6967.200195,6929.799805,6946.700195
2015/03/02,6.2586,6.2637,6.2586,6.2586,119.845,120.133,119.671,119.826,0.64909,0.65128,0.64842,0.64909,0.89518,0.89574,0.889648,0.8959,2105.22998,2117.52002,2104.5,2117.389893,3336.28,3336.28,3336.28,3336.28,18869.40039,18939.16992,18775.23047,18826.88086,11408.28027,11455.08008,11362.87988,11410.36035,6946.700195,6974.299805,6924.299805,6940.600098
2015/03/03,6.2637,6.2637,6.2637,6.2637,120.198,120.198,119.416,120.204,0.651,0.65163,0.64943,0.65108,0.89472,0.896379,0.891742,0.89453,2115.76001,2115.76001,2098.26001,2107.780029,3263.05,3263.05,3263.05,3263.05,18910.51953,18910.51953,18730.57031,18815.16016,11424.66992,11465.23047,11280.36035,11280.36035,6940.600098,6963.600098,6889.100098,6889.100098
2015/03/04,6.2637,6.2637,6.2606,6.2637,119.605,119.81,119.478,119.637,0.6507,0.65517,0.6505,0.65076,0.89413,0.90393,0.89381,0.89428,2107.719971,2107.719971,2094.48999,2098.530029,3279.53,3279.53,3279.53,3279.53,18716.7793,18732.66016,18586.83984,18703.59961,11317.24023,11390.37988,11193.29981,11390.37988,6889.100098,6919.200195,6862.899902,6919.200195
2015/03/05,6.2606,6.2606,6.2574,6.2606,119.638,120.377,119.62,119.651,0.65511,0.65683,0.65496,0.65509,0.90253,0.908224,0.900179,0.90236,2098.540039,2104.25,2095.219971,2101.040039,3248.48,3248.48,3248.48,3248.48,18658.16016,18767.5,18655.35938,18751.83984,11427.63965,11532.82031,11409.04981,11504.00977,6919.200195,6968.600098,6914.100098,6961.100098
2015/03/06,6.2574,6.2574,6.2538,6.2574,120.066,121.267,119.898,120.045,0.65581,0.66401,0.6556,0.65584,0.90629,0.92147,0.90629,0.90645,2100.909912,2100.909912,2067.27002,2071.26001,3241.19,3241.19,3241.19,3241.19,18814.84961,18979.64063,18808.30078,18971,11513.88965,11600.37012,11495.2002,11550.96973,6961.100098,6961.200195,6911.799805,6911.799805
2015/03/09,6.2538,6.255,6.2538,6.2538,120.71,121.249,120.606,120.739,0.6641,0.66436,0.6611,0.66411,0.92203,0.9227,0.91659,0.922,2072.25,2083.48999,2072.209961,2079.429932,3302.41,3302.41,3302.41,3302.41,18872.96094,18878.15039,18733.86914,18790.55078,11510.34961,11586.94043,11461.86035,11582.11035,6911.799805,6911.799805,6859.799805,6876.5
